STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.281.854,32.818.540.000,02/2006/GCNCP-TTLK,12/06/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,492.224,4.922.240.000,02/2006/GCNCP-CNVSD-1,05/10/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,20.605.868,206.058.680.000,02/2006/GCNCP-VSD-2,15/06/2012
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.437.831,24.378.310.000,02/2006/GCNCP-VSD-3,16/09/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,3.217.796,32.177.960.000,02/2006/GCNCP-VSD-4,15/09/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.252.392,22.523.920.000,số 02/2006/GCNCP-VSD-5,17/07/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,6.457.419,64.574.190.000,02/2006/GCNCP-VSD-6,07/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,38.745.384,387.453.840.000,,
