STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.085.900,20.859.000.000,số 176/2016/GCNCP-VSD,07/12/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.085.900,20.859.000.000,,
