STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,53/2009/GCNCP-VSD,11/09/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,10.000.000,100.000.000.000,53/2009/GCNCP-VSD-1,26/10/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,20.000.000,200.000.000.000,,
