STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,50.000.000,500.000.000.000,02/2007/GCNCP-TTLK,08/07/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,34.798.628,347.986.280.000,02/2007/GCNCP-TTLK-1,14/11/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,10.201.372,102.013.720.000,02/2007/GCNCP-TTLK-2,23/06/2008
4,Điều chỉnh lần 3,Đăng ký bổ sung,8.550.000,85.500.000.000,02/2007/GCNCP-TTLK-3,29/09/2008
5,Điều chỉnh lần 4,Đăng ký bổ sung,56.160.364,561.603.640.000,02/2007/GCNCP-TTLK-4,07/06/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,159.710.364,1.597.103.640.000,02/2007/GCNCP-TTLK-5,08/05/2011
7,Điều chỉnh lần 5,Thay đổi tên TCPH,0,0,02/2007/GCNCP-TTLK-5,05/08/2011
8,Điều chỉnh lần 6,Đăng ký bổ sung,53.236.788,532.367.880.000,02/2007/GCNCP-VSD-6,01/11/2011
9,Điều chỉnh lần 7,Đăng ký bổ sung,21.294.715,212.947.150.000,02/2007/GCNCP-VSD-7,31/07/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,234.241.867,2.342.418.670.000,,
