STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.600.000,16.000.000.000,63/2011/GCNCP-VSD,15/09/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.120.000,11.200.000.000,63/2011/GCNCP-VSD-1,03/10/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.767.731,17.677.310.000,63/2011/GCNCP-VSD-2,08/07/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.243.865,22.438.650.000,63/2011/GCNCP-VSD-3,11/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.731.596,67.315.960.000,,
