STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.950.000,395.000.000.000,số 06/2019/GCNTP-VSD,24/01/2019
2,Điều chỉnh lần 1,Đăng ký bổ sung,500.000,50.000.000.000,số 06/2019/GCNTP-VSD-1,14/02/2019
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.000.000,100.000.000.000,06/2019/GCNTP-VSD-2,28/02/2019
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.900.000,290.000.000.000,số 06/2019/GCNTP-VSD-3,28/03/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.000.000,200.000.000.000,số 06/2019/GCNTP-VSD-4,11/04/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.000.000,100.000.000.000,số 06/2019/GCNTP-VSD-5,03/05/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,4.000.000,400.000.000.000,số 06/2019/GCNTP-VSD-6,16/05/2019
8,Điều chỉnh lần 7,Đăng ký bổ sung,7.500.000,750.000.000.000,số 06/2019/GCNTP-VSD-7,30/05/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 06/2019/GCNTP-VSD-8,13/06/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 06/2019/GCNTP-VSD-9,27/06/2019
11,Điều chỉnh lần 10,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 06/2019/GCNTP-VSD-10,11/07/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,9.710.000,971.000.000.000,số 06/2019/GCNTP-VSD-11,25/07/2019
13,Điều chỉnh lần 12,Đăng ký bổ sung,1.940.000,194.000.000.000,số 06/2019/GCNTP-VSD-12,15/08/2019
14,Điều chỉnh lần 13,Đăng ký bổ sung,5.000.000,500.000.000.000,số 06/2019/GCNTP-VSD-13,29/08/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,79.500.000,7.950.000.000.000,,
