STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.000.000,60.000.000.000,Số 15/2016/GCNCP-VSD,02/03/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.000.000,60.000.000.000,,
