STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,7.700.000,77.000.000.000,số 54/2019/GCNCP-VSD,19/11/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,7.700.000,77.000.000.000,,
