STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.179.130,41.791.300.000,12/GCN/TTGD-LK,23/04/2002
2,Điều chỉnh lần 1,Đăng ký bổ sung,208.904,2.089.040.000,62/GCN/TTGD-LK,09/02/2006
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.000.000,20.000.000.000,16/GCNCP-CNTTLK,20/07/2006
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.499.544,14.995.440.000,31/GCNCP-CNTTLK,05/10/2006
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.971.710,49.717.100.000,53/2007/GCNCP-CNTTLK,19/07/2007
6,Điều chỉnh lần 5,Đăng ký bổ sung,12.695.162,126.951.620.000,12/2002/GCNCP-VSD-5,04/11/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.555.293,25.552.930.000,12/2002/GCNCP-VSD-6,07/07/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,28.109.743,281.097.430.000,,
