STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,50.000.000,500.000.000.000,05/2009/GCNCP-TTLK,22/01/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,150.000.000,1.500.000.000.000,05/2009/GCNCP-TTLK-1,06/07/2009
3,Điều chỉnh lần 2,Đăng ký bổ sung,149.751.907,1.497.519.070.000,05/2009/GCNCP-VSD-2,03/12/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,131.827.640,1.318.276.400.000,05/2009/GCNCP-VSD-3,30/06/2011
5,Điều chỉnh lần 4,Đăng ký bổ sung,405.000.000,4.050.000.000.000,05/2009/GCNCP-VSD-4,27/09/2012
6,Điều chỉnh lần 5,Đăng ký bổ sung,62.014.914,620.149.140.000,05/2009/GCNCP-VSD-5,07/09/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,71.094.639,710.946.390.000,số 05/2009/GCNCP-VSD-6,08/02/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,100.000.000,1.000.000.000.000,05/2009/GCNCP-VSD-7,12/05/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,83.927.010,839.270.100.000,số 05/2009/GCNCP-VSD-8,13/02/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,251.437.035,2.514.370.350.000,số 05/2009/GCNCP-VSD-9,18/03/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,300.779.981,3.007.799.810.000,05/2009/GCNCP-VSD-10,05/06/2020
12,Điều chỉnh lần 11,Đăng ký hủy 1 phần,-4.824.032,-48.240.320.000,05/2009/GCNCP-VSD-11,17/03/2021
13,Điều chỉnh lần 12,Đăng ký bổ sung,175.039.743,1.750.397.430.000,05/2009/GCNCP-VSD-12,28/05/2021
14,Điều chỉnh lần 13,Đăng ký bổ sung,202.166.220,2.021.662.200.000,05/2009/GCNCP-VSD-13,09/12/2021
15,Điều chỉnh lần 14,Đăng ký bổ sung,539.154.742,5.391.547.420.000,số 05/2009/GCNCP-VSD-14,26/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.667.369.799,26.673.697.990.000,,
