STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,6.666.666,66.666.660.000,số 14/2017/GCNCP-VSD,12/01/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,6.666.666,66.666.660.000,,
