STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,100.000.000,1.000.000.000.000,53/2015/GCNCP-VSD,03/07/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,20.000.000,200.000.000.000,53/2015/GCNCP-VSD-1,17/05/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,120.000.000,1.200.000.000.000,,
