STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,13.200.000,132.000.000.000,259/2010/GCNCP-VSD,01/11/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,13.200.000,132.000.000.000,,
