STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,1.000.000.000.000,số 02/2020/GCNTP-VSD,09/01/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 02/2020/GCNTP-VSD-1,16/01/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.130.000,413.000.000.000,số 02/2020/GCNTP-VSD-2,22/01/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,8.000.000,800.000.000.000,số 02/2020/GCNTP-VSD-3,13/02/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 02/2020/GCNTP-VSD-4,20/02/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,16.660.000,1.666.000.000.000,số 02/2020/GCNTP-VSD-5,27/02/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,20.000.000,2.000.000.000.000,số 02/2020/GCNTP-VSD-6,12/03/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,3.000.000,300.000.000.000,số 02/2020/GCNTP-VSD-7,16/04/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,8.000.000,800.000.000.000,số 02/2020/GCNTP-VSD-8,23/04/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,7.500.000,750.000.000.000,02/2020/GCNTP-VSD-9,04/05/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 02/2020/GCNTP-VSD-10,07/05/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,122.290.000,12.229.000.000.000,,
