STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.008.000,10.080.000.000,13/GCN/TTGD2,08/02/2000
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.000.000,10.000.000.000,08/GCN/TTGD-LK,28/03/2002
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.242.251,12.422.510.000,236/GCN/TTGDHCM-LK,23/12/2004
4,Điều chỉnh lần 3,Đăng ký bổ sung,600.000,6.000.000.000,01/2006/GCNCP-CNTTLK,06/02/2006
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.150.000,21.500.000.000,23/2006/GCNCP-CNTTLK,14/08/2006
6,Điều chỉnh lần 5,Đăng ký bổ sung,8.779.221,87.792.210.000,115/2006/GCNCP-CNTTLK,23/11/2007
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.192.369,21.923.690.000,23/2006/GCNCP-CNTTLK,21/01/2009
8,Điều chỉnh lần 7,Đăng ký bổ sung,1.679.837,16.798.370.000,121/2009/GCNCP-CNVSD,14/12/2009
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.847.616,18.476.160.000,13/2000/GCNCP-VSD-8,24/06/2011
10,Điều chỉnh lần 9,Đăng ký bổ sung,2.438.663,24.386.630.000,13/2000/GCNCP-VSD-9,31/08/2011
11,Điều chỉnh lần 10,Đăng ký bổ sung,1.498.272,14.982.720.000,13/2000/GCNCP-VSD-10,08/11/2011
12,Điều chỉnh lần 11,Đăng ký bổ sung,3.639.032,36.390.320.000,13/2000/GCNCP-VSD-11,12/07/2012
13,Điều chỉnh lần 12,Đăng ký bổ sung,4.184.861,41.848.610.000,13/2000/GCNCP-VSD-12,20/12/2013
14,Điều chỉnh lần 13,Đăng ký bổ sung,19.260.114,192.601.140.000,13/2000/GCNCP-VSD-13,10/06/2015
15,Điều chỉnh lần 14,Đăng ký bổ sung,4.106.385,41.063.850.000,số 13/2000/GCNCP-VSD-14,29/11/2016
16,Điều chỉnh lần 15,Đăng ký bổ sung,55.471.151,554.711.510.000,13/2000/GCNCP-VSD-15,23/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,111.097.772,1.110.977.720.000,,
