STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,13.000.000,130.000.000.000,229/2010/GCNCP-VSD,23/09/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,13.000.000,130.000.000.000,,
