STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,21.735.900,217.359.000.000,181/2017/GCNCP-VSD,21/09/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,21.735.900,217.359.000.000,,
