STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.500.000,350.000.000.000,số 24/2020/GCNTP-VSD,20/08/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.000.000,500.000.000.000,số 24/2020/GCNTP-VSD-1,03/09/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,7.500.000,750.000.000.000,số 24/2020/GCNTP-VSD-2,17/09/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 24/2020/GCNTP-VSD-3,24/09/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,22.500.000,2.250.000.000.000,số 24/2020/GCNTP-VSD-4,01/10/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,30.000.000,3.000.000.000.000,số 24/2020/GCNTP-VSD-5,08/10/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,9.450.000,945.000.000.000,số 24/2020/GCNTP-VSD-6,15/10/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,6.000.000,600.000.000.000,số 24/2020/GCNTP-VSD-7,22/10/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,7.200.000,720.000.000.000,số 24/2020/GCNTP-VSD-8,29/10/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,3.000.000,300.000.000.000,số 24/2020/GCNTP-VSD-9,05/11/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,2.000.000,200.000.000.000,số 24/2020/GCNTP-VSD-10,19/11/2020
12,Điều chỉnh lần 11,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 24/2020/GCNTP-VSD-11,03/12/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 24/2020/GCNTP-VSD-12,17/12/2020
14,Điều chỉnh lần 13,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 24/2020/GCNTP-VSD-13,24/12/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,151.150.000,15.115.000.000.000,,
