STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,7.500.000,75.000.000.000,số 12/2017/GCNCP-VSD,11/01/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,900.000,9.000.000.000,số 12/2017/GCNCP-VSD-1,17/03/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.400.000,84.000.000.000,,
