STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,1.000.000.000.000,số 03/2020/GCNTP-VSD,09/01/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 03/2020/GCNTP-VSD-1,16/01/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,11.130.000,1.113.000.000.000,số 03/2020/GCNTP-VSD-2,22/01/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,9.000.000,900.000.000.000,số 03/2020/GCNTP-VSD-3,13/02/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 03/2020/GCNTP-VSD-4,20/02/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,19.340.000,1.934.000.000.000,số 03/2020/GCNTP-VSD-5,27/02/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 03/2020/GCNTP-VSD-6,05/03/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,13.000.000,1.300.000.000.000,số 03/2020/GCNTP-VSD-7,19/03/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.000.000,100.000.000.000,số 03/2020/GCNTP-VSD-8,16/04/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,3.500.000,350.000.000.000,số 03/2020/GCNTP-VSD-9,23/04/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,5.000.000,500.000.000.000,03/2020/GCNTP-VSD-10,04/05/2020
12,Điều chỉnh lần 11,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 03/2020/GCNTP-VSD-11,07/05/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,131.970.000,13.197.000.000.000,,
