STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,7.345.000,73.450.000.000,số 209/2016/GCNCP-VSD,23/12/2016
2,Điều chỉnh lần 1,Đăng ký bổ sung,4.260.100,42.601.000.000,số 209/2016/GCNCP-VSD-1,22/07/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,11.605.100,116.051.000.000,,
