STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.301.170.542,23.011.705.420.000,18/2012/GCNCP-VSD,30/07/2012
2,Điều chỉnh lần 1,Đăng ký bổ sung,510.032.102,5.100.321.020.000,18/2012/GCNCP-VSD-1,12/09/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,336.921.100,3.369.211.000.000,18/2012/GCNCP-VSD-2,08/07/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,270.591.590,2.705.915.900.000,18/2012/GCNCP-VSD-3,27/10/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,603.302.706,6.033.027.060.000,số 18/2012/GCNCP-VSD-4,20/11/2019
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.036.505.776,10.365.057.760.000,18/2012/GCNCP-VSD-5,23/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.058.523.816,50.585.238.160.000,,
