STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,130.200.000,1.302.000.000.000,178/2010/GCNCP-VSD,22/07/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,6.509.971,65.099.710.000,178/2010/GCNCP-VSD-1,31/07/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,65.100.000,651.000.000.000,178/2010/GCNCP-VSD-2,14/09/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,20.180.952,201.809.520.000,178/2010/GCNCP-VSD-3,13/06/2017
5,Điều chỉnh lần 4,Đăng ký bổ sung,44.398.084,443.980.840.000,số 178/2010/GCNCP-VSD-4,18/05/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,61.268.965,612.689.650.000,số 178/2010/GCNCP-VSD-5,09/05/2019
7,Điều chỉnh lần 6,Đăng ký bổ sung,42.594.915,425.949.150.000,số 178/2010/GCNCP-VSD-6,05/06/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,25.917.010,259.170.100.000,số 178/2010/GCNCP-VSD-7,18/11/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,39.616.344,396.163.440.000,178/2010/GCNCP-VSD-8,05/04/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,50.985.675,509.856.750.000,178/2010/GCNCP-VSD-9,13/05/2021
11,Điều chỉnh lần 10,Đăng ký bổ sung,6.000.000,60.000.000.000,178/2010/GCNCP-VSD-10,17/12/2021
12,Điều chỉnh lần 11,Đăng ký bổ sung,178.874.303,1.788.743.030.000,178/2010/GCNCP-VSD-11,05/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,671.646.219,6.716.462.190.000,,
