STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,24.000.000,2.400.000.000.000,23/2021/GCNTP-VSD,22/07/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.500.000,750.000.000.000,23/2021/GCNTP-VSD-1,29/07/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,20.000.000,2.000.000.000.000,23/2021/GCNTP-VSD-2,05/08/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,20.000.000,2.000.000.000.000,23/2021/GCNTP-VSD-3,12/08/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,26.920.000,2.692.000.000.000,23/2021/GCNTP-VSD-4,19/08/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,13.700.000,1.370.000.000.000,23/2021/GCNTP-VSD-5,26/08/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,19.500.000,1.950.000.000.000,23/2021/GCNTP-VSD-6,06/09/2021
8,Điều chỉnh lần 7,Đăng ký bổ sung,31.000.000,3.100.000.000.000,23/2021/GCNTP-VSD-7,16/09/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,25.000.000,2.500.000.000.000,23/2021/GCNTP-VSD-8,23/09/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,187.620.000,18.762.000.000.000,,
