STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,20.000.000,2.000.000.000.000,31/2015/GCNTP-VSD,13/03/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.800.000,180.000.000.000,31/2015/GCNTP-VSD-1,22/05/2015
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.400.000,240.000.000.000,31/2015/GCNTP-VSD-2,19/06/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,6.100.000,610.000.000.000,31/2015/GCNTP-VSD-3,03/07/2015
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.000.000,400.000.000.000,31/2015/GCNTP-VSD-4,14/07/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,3.400.000,340.000.000.000,31/2015/GCNTP-VSD-5,24/07/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,10.000.000,1.000.000.000.000,31/2015/GCNTP-VSD-6,07/08/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.108.060,210.806.000.000,31/2015/GCNTP-VSD-7,21/08/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.500.000,150.000.000.000,31/2015/GCNTP-VSD-8,04/09/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,51.308.060,5.130.806.000.000,,
