STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.502.667,105.026.670.000,07/2013/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 08/05/2013,08/05/2013
2,Điều chỉnh lần 1,Đăng ký bổ sung,454.037,4.540.370.000,07/2013/GCNCP-VSD-1,01/11/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,685.112,6.851.120.000,07/2013/GCNCP-VSD-2,03/04/2014
4,Điều chỉnh lần 3,Đăng ký bổ sung,51.081.355,510.813.550.000,07/2013/GCNCP-VSD-3,25/04/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,43.902.490,439.024.900.000,07/2013/GCNCP-VSD- 4,30/10/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,5.331.118,53.311.180.000,07/2013/GCNCP-VSD- 5,29/12/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,27.947.197,279.471.970.000,07/2013/GCNCP-VSD-06,10/06/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,6.984.998,69.849.980.000,07/2013/GCNCP-VSD-07,28/12/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,7.061.953,70.619.530.000,07/2013/GCNCP-VSD-08,28/12/2016
10,Điều chỉnh lần 9,Đăng ký bổ sung,153.814.862,1.538.148.620.000,07/2013/GCNCP-VSD-9,16/06/2017
11,Điều chỉnh lần 10,Đăng ký bổ sung,9.222.648,92.226.480.000,số 07/2013/GCNCP-VSD-10,27/12/2017
12,Điều chỉnh lần 11,Đăng ký bổ sung,6.181.084,61.810.840.000,số 07/2013/GCNCP-VSD-11,31/01/2018
13,Điều chỉnh lần 12,Đăng ký bổ sung,107.597.146,1.075.971.460.000,số 07/2013/GCNCP-VSD-12,05/12/2018
14,Điều chỉnh lần 13,Đăng ký bổ sung,12.729.511,127.295.110.000,số 07/2013/GCNCP-VSD-13,14/01/2019
15,Điều chỉnh lần 14,Đăng ký bổ sung,50.000,500.000.000,số 07/2013/GCNCP-VSD-14,25/09/2019
16,Điều chỉnh lần 15,Đăng ký bổ sung,9.663.809,96.638.090.000,số 07/2013/GCNCP-VSD-15,16/01/2020
17,Điều chỉnh lần 16,Đăng ký bổ sung,12.914.240,129.142.400.000,07/2013/GCNCP-VSD-16,27/01/2021
18,Điều chỉnh lần 17,Đăng ký bổ sung,9.306.970,93.069.700.000,07/2013/GCNCP-VSD-17,19/04/2021
19,Điều chỉnh lần 18,Đăng ký bổ sung,237.634.298,2.376.342.980.000,07/2013/GCNCP-VSD-18,16/09/2021
20,Điều chỉnh lần 19,Đăng ký bổ sung,19.190.970,191.909.700.000,07/2013/GCNCP-VSD-19,08/04/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,732.256.465,7.322.564.650.000,,
