STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,20/2008/GCNCP-VSD,21/03/2008
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,20/2008/GCNCP-VSD-1,09/05/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.998.694,29.986.940.000,20/2008/GCNCP-VSD-2,26/08/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,19.497.411,194.974.110.000,số 20/2008/GCNCP-VSD-3,15/08/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,32.496.105,324.961.050.000,,
