STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,1.500.000.000.000,04/2022/GCNTP-VSD,13/01/2022
2,Điều chỉnh lần 1,Đăng ký bổ sung,15.000.000,1.500.000.000.000,04/2022/GCNTP-VSD-1,20/01/2022
3,Điều chỉnh lần 2,Đăng ký bổ sung,14.200.000,1.420.000.000.000,số 04/2022/GCNTP-VSD-2,27/01/2022
4,Điều chỉnh lần 3,Đăng ký bổ sung,15.100.000,1.510.000.000.000,04/2022/GCNTP-VSD-3,17/02/2022
5,Điều chỉnh lần 4,Đăng ký bổ sung,7.550.000,755.000.000.000,04/2022/GCNTP-VSD-4,24/02/2022
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,1.000.000.000.000,04/2022/GCNTP-VSD-5,03/03/2022
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.800.000,280.000.000.000,04/2022/GCNTP-VSD-6,17/03/2022
8,Điều chỉnh lần 7,Đăng ký bổ sung,400.000,40.000.000.000,04/2022/GCNTP-VSD-7,24/03/2022
9,Điều chỉnh lần 8,Đăng ký bổ sung,1.200.000,120.000.000.000,04/2022/GCNTP-VSD-8,14/04/2022
10,Điều chỉnh lần 9,Đăng ký bổ sung,5.000.000,500.000.000.000,04/2022/GCNTP-VSD-9,12/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,86.250.000,8.625.000.000.000,,
