STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.800.000,48.000.000.000,12/2011/GCNCP-VSD,14/02/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,533.000,5.330.000.000,12/2011/GCNCP-VSD-1,30/09/2013
3,Điều chỉnh lần 2,Đăng ký bổ sung,10.706.000,107.060.000.000,12/2011/GCNCP-VSD-2,06/12/2013
Tổng cộng:,Tổng cộng:,Tổng cộng:,32.078.000,320.780.000.000,,
