STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.642.300,86.423.000.000,số 207/2017/GCNCP-VSD,02/11/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.642.300,86.423.000.000,,
