STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.330.000,1.033.000.000.000,32/2021/GCNTP-VSD,26/08/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.800.000,280.000.000.000,32/2021/GCNTP-VSD-1,09/09/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,23.330.000,2.333.000.000.000,32/2021/GCNTP-VSD-2,23/09/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,10.100.000,1.010.000.000.000,32/2021/GCNTP-VSD-3,07/10/2021
5,Điều chỉnh lần 4,Đăng ký bổ sung,17.580.000,1.758.000.000.000,32/2021/GCNTP-VSD-4,21/10/2021
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.100.000,1.010.000.000.000,32/2021/GCNTP-VSD-5,04/11/2021
7,Điều chỉnh lần 6,Đăng ký bổ sung,15.000.000,1.500.000.000.000,32/2021/GCNTP-VSD-6,18/11/2021
8,Điều chỉnh lần 7,Đăng ký bổ sung,30.000.000,3.000.000.000.000,32/2021/GCNTP-VSD-7,02/12/2021
9,Điều chỉnh lần 8,Đăng ký bổ sung,20.000.000,2.000.000.000.000,32/2021/GCNTP-VSD-8,16/12/2021
10,Điều chỉnh lần 9,Đăng ký bổ sung,6.200.000,620.000.000.000,32/2021/GCNTP-VSD-9,30/12/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,145.440.000,14.544.000.000.000,,
