STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,100.000.000,1.000.000.000.000,số 96/2018/GCNCP-VSD,06/11/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,5.999.914,59.999.140.000,96/2018/GCNCP-VSD-1,26/03/2021
3,Điều chỉnh lần 2,Đăng ký bổ sung,6.359.187,63.591.870.000,96/2018/GCNCP-VSD-2,08/10/2021
4,Điều chỉnh lần 3,Đăng ký bổ sung,112.359.101,1.123.591.010.000,96/2018/GCNCP-VSD-3,21/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,224.718.202,2.247.182.020.000,,
