STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.080.000,80.800.000.000,24/2011/GCNCP-VSD,31/03/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,400.000,4.000.000.000,24/2011/GCNCP-VSD-1,02/11/2011
3,Cấp lần đầu,Thay đổi tên TCPH,0,0,24/2011/GCNCP-VSD-2,15/08/2013
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.480.000,84.800.000.000,,
