STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.892.733,88.927.330.000,82/2009/GCNCP-VSD,03/11/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.702.124,37.021.240.000,82/2009/GCNCP-VSD-1,21/01/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,944.410,9.444.100.000,82/2009/GCNCP-VSD-2,30/12/2015
Tổng cộng:,Tổng cộng:,Tổng cộng:,13.539.267,135.392.670.000,,
