STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.200.000,22.000.000.000,12/GCN/TTGD2,02/08/2000
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.100.000,11.000.000.000,154/GCN/2004/TTGDHCM-LK,24/06/2004
3,Điều chỉnh lần 2,Đăng ký bổ sung,990.000,9.900.000.000,216/GCN/2005/TTGDHCM-LK,05/09/2005
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.000.000,10.000.000.000,25/2007/GCNCP-CNTTLK,21/05/2007
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.058.000,10.580.000.000,72/2007/GCNCP-CNTTLK,21/08/2007
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.654.626,16.546.260.000,21/2009/GCNCP-CNTTLK,18/05/2009
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.100.000,21.000.000.000,091/2009/GCNCP-CNVSD,22/10/2009
8,Điều chỉnh lần 7,Đăng ký bổ sung,3.109.862,31.098.620.000,19/2010GCNCP-CNVSD,27/01/2010
9,Điều chỉnh lần 8,Đăng ký bổ sung,3.302.726,33.027.260.000,12/2000/GCNCP-VSD-8,28/12/2010
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.760.656,17.606.560.000,12/2000/GCNCP-VSD-9,06/07/2011
11,Điều chỉnh lần 10,Đăng ký bổ sung,4.797.954,47.979.540.000,12/2000/GCNCP-VSD-10,20/07/2012
12,Cấp lần đầu,Thay đổi tên TCPH,0,0,12/2000/GCNCP-VSD - 11,03/12/2012
13,Điều chỉnh lần 12,Đăng ký bổ sung,692.215,6.922.150.000,12/2000/GCNCP-VSD-12,27/04/2015
14,Điều chỉnh lần 13,Đăng ký bổ sung,2.844.532,28.445.320.000,Số 12/2000/GCNCP-VSD-13,10/03/2016
15,Điều chỉnh lần 14,Thay đổi tên TCPH,0,0,Số 12/2000/GCNCP-VSD-14,09/06/2016
16,Điều chỉnh lần 15,Đăng ký bổ sung,3.989.522,39.895.220.000,số 12/2000/GCNCP-VSD-15,03/08/2016
17,Điều chỉnh lần 16,Đăng ký bổ sung,665.264,6.652.640.000,số 12/2000/GCNCP-VSD-16,08/11/2016
18,Điều chỉnh lần 17,Đăng ký bổ sung,3.298.985,32.989.850.000,số 12/2000/GCNCP-VSD-17,16/03/2017
19,Điều chỉnh lần 18,Đăng ký bổ sung,8.637.656,86.376.560.000,số 12/2000/GCNCP-VSD-18,30/05/2018
20,Điều chỉnh lần 19,Đăng ký bổ sung,4.318.509,43.185.090.000,số 12/2000/GCNCP-VSD-19,05/12/2018
21,Điều chỉnh lần 20,Đăng ký bổ sung,7.360.250,73.602.500.000,số 12/2000/GCNCP-VSD-20,07/10/2019
22,Điều chỉnh lần 21,Đăng ký bổ sung,8.229.653,82.296.530.000,số 12/2000/GCNCP-VSD-21,08/04/2020
23,Điều chỉnh lần 22,Đăng ký bổ sung,7.711.751,77.117.510.000,số 12/2000/GCNCP-VSD-22,12/11/2020
24,Điều chỉnh lần 23,Đăng ký bổ sung,10.620.774,106.207.740.000,số 12/2000/GCNCP-VSD-23,22/01/2021
25,Điều chỉnh lần 24,Đăng ký bổ sung,12.213.916,122.139.160.000,12/2000/GCNCP-VSD-24,26/10/2021
26,Điều chỉnh lần 25,Đăng ký bổ sung,12.214.697,122.146.970.000,12/2000/GCNCP-VSD-25,16/02/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,105.871.548,1.058.715.480.000,,
