STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,14.000.000,1.400.000.000.000,18/2012/GCNTP-VSD do VSD cấp ngày 07/03/2012,07/03/2012
Tổng cộng:,Tổng cộng:,Tổng cộng:,14.000.000,1.400.000.000.000,,
