STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,1.500.000.000.000,số 07/2018/GCNTP-VSD,01/02/2018
2,Điều chỉnh lần 1,Đăng ký bổ sung,25.700.000,2.570.000.000.000,số 07/2018/GCNTP-VSD-1,08/03/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.950.000,495.000.000.000,số 07/2018/GCNTP-VSD-2,29/03/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,4.000.000,400.000.000.000,07/2018/GCNTP-VSD-3,05/04/2018
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.000.000,100.000.000.000,số 07/2018/GCNTP-VSD-4,19/04/2018
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,1.000.000.000.000,số 07/2018/GCNTP-VSD-5,10/05/2018
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.000.000,200.000.000.000,số 07/2018/GCNTP-VSD-6,07/06/2018
8,Điều chỉnh lần 7,Đăng ký bổ sung,5.000.000,500.000.000.000,số 07/2018/GCNTP-VSD-7,14/06/2018
9,Điều chỉnh lần 8,Đăng ký bổ sung,5.000.000,500.000.000.000,số 07/2018/GCNTP-VSD-8,28/06/2018
10,Điều chỉnh lần 9,Đăng ký bổ sung,3.000.000,300.000.000.000,số 07/2018/GCNTP-VSD-9,05/07/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,75.650.000,7.565.000.000.000,,
