STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,307.196.006,3.071.960.060.000,01/GCNCP-TTLK,18/05/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.503.994,35.039.940.000,002/2007/GCNCP-CNTTLK,23/01/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.535.000,155.350.000.000,67/2007/GCNCP-CNTTLK,21/08/2007
Tổng cộng:,Tổng cộng:,Tổng cộng:,326.235.000,3.262.350.000.000,,
