STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.718.000,107.180.000.000,08/2006/GCNCP-CNTTLK,29/06/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.215.400,32.154.000.000,41/2006/GCNCP-CNTTLK,21/11/2006
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.808.116,28.081.160.000,85/2008/GCMCP-CNTTLK,21/08/2008
4,Điều chỉnh lần 3,Đăng ký bổ sung,18.027.676,180.276.760.000,23/2010/GCNCP-CNVSD,09/02/2010
5,Điều chỉnh lần 4,Đăng ký bổ sung,214.360,2.143.600.000,08/2006/GCNCP-VSD-4,16/11/2011
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.494.928,104.949.280.000,08/2006/GCNCP-VSD-5,26/07/2013
7,Điều chỉnh lần 6,Đăng ký bổ sung,36.382.458,363.824.580.000,08/2006/GCNCP-VSD-6,20/07/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,81.860.938,818.609.380.000,,
