STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,11.500.000,115.000.000.000,034/2009/GCNCP-CNTTLK,22/07/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.765.744,27.657.440.000,034/2009/GCNCP-VSD-1,26/06/2014
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.426.370,14.263.700.000,034/2009/GCNCP-VSD-2,01/09/2015
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.441.727,24.417.270.000,số 034/2009/GCNCP-VSD-3,15/03/2016
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.714.800,47.148.000.000,số 034/2009/GCNCP-VSD-4,23/11/2016
6,Điều chỉnh lần 5,Đăng ký bổ sung,5.437.435,54.374.350.000,số 034/2009/GCNCP-VSD-5,15/03/2017
7,Điều chỉnh lần 6,Đăng ký bổ sung,5.656.786,56.567.860.000,số 034/2009/GCNCP-VSD-6,15/11/2018
8,Điều chỉnh lần 7,Thay đổi tên TCPH,0,0,số 034/2009/GCNCP-VSD-07,10/09/2019
9,Điều chỉnh lần 8,Đăng ký bổ sung,3.393.854,33.938.540.000,số 034/2009/GCNCP-VSD-8,31/10/2019
10,Điều chỉnh lần 9,Đăng ký bổ sung,3.733.205,37.332.050.000,số 034/2009/GCNCP-VSD-9,25/12/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,6.570.665,65.706.650.000,034/2009/GCNCP-VSD-10,28/04/2021
12,Điều chỉnh lần 11,Đăng ký bổ sung,1.429.217,14.292.170.000,số 034/2009/GCNCP-VSD-11,08/03/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,49.069.803,490.698.030.000,,
