STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.600.000,36.000.000.000,08/2007/GCNCP-TTLK,26/10/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.865.715,28.657.150.000,08/2007/GCNCP-TTLK-1,17/02/2009
3,Điều chỉnh lần 2,Đăng ký bổ sung,6.000.000,60.000.000.000,08/2007/GCNCP-VSD-2,30/03/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.493.018,24.930.180.000,08/2007/GCNCP-VSD-3,08/09/2011
5,Điều chỉnh lần 4,Đăng ký bổ sung,747.673,7.476.730.000,08/2007/GCNCP-VSD-4,12/11/2014
6,Điều chỉnh lần 5,Đăng ký bổ sung,6.282.310,62.823.100.000,08/2007/GCNCP-VSD-5,20/01/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,21.988.716,219.887.160.000,,
