STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,87.650.344,876.503.440.000,25/2021/GCNCP-VSD,14/06/2021
2,Điều chỉnh lần 1,Đăng ký bổ sung,48.195.778,481.957.780.000,25/2021/GCNCP-VSD-1,16/05/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,135.846.122,1.358.461.220.000,,
