STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,3.800.000,38.000.000.000,51/2009/GCNCP-VSD,09/09/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.000.000,20.000.000.000,51/2009/GCNCP-VSD-1,19/10/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.800.000,58.000.000.000,,
