STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,40.000.000,400.000.000.000,04/2009/GCNCP-CNTTLK,22/01/2009
2,Điều chỉnh lần 1,Đăng ký bổ sung,6.999.337,69.993.370.000,04/2009/GCNCP-VSD-1,13/09/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,12.000.000,120.000.000.000,04/2009/GCNCP-VSD-2,01/11/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.000.000,20.000.000.000,số 04/2009/GCNCP-VSD-3,08/12/2017
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.000.000,20.000.000.000,04/2009/GCNCP-VSD-4,18/01/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,62.999.337,629.993.370.000,,
