STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.327.996,153.279.960.000,273/2010/GCNCP-VSD,25/11/2010
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.663.990,76.639.900.000,273/2010/GCNCP-VSD-1,18/08/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,410.000,4.100.000.000,273/2010/GCNCP-VSD-2,03/11/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,4.584.532,45.845.320.000,273/2010/GCNCP-VSD-3,05/11/2012
5,Điều chỉnh lần 4,Thay đổi tên TCPH,0,0,273/2010/GCNCP-VSD-4,08/10/2015
6,Điều chỉnh lần 5,Đăng ký bổ sung,13.993.255,139.932.550.000,số 273/2010/GCNCP-VSD-5,22/08/2016
Tổng cộng:,Tổng cộng:,Tổng cộng:,41.979.773,419.797.730.000,,
