STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,18.982.497,189.824.970.000,87/2007/GCNCP-CNTTLK,04/10/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.787.000,17.870.000.000,57/2008/GCNCP-CNTTLK,02/07/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.414.423,34.144.230.000,06/2009/GCNCP-CNTTLK,06/02/2009
4,Điều chỉnh lần 3,Đăng ký bổ sung,10.364.942,103.649.420.000,058/2009/GCNCP-CNTTLK,06/08/2009
5,Điều chỉnh lần 4,Đăng ký bổ sung,2.889.381,28.893.810.000,089/2009/GCNCP-CNVSD,20/10/2009
6,Điều chỉnh lần 5,Đăng ký bổ sung,6.000.000,60.000.000.000,5/2010/GCNCP-CNVSD,12/01/2010
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.299.243,12.992.430.000,87/2007/GCNCP-CNVSD-6,08/03/2011
8,Điều chỉnh lần 7,Đăng ký bổ sung,4.462.465,44.624.650.000,087/2007/GCNCP-VSD-7,04/10/2013
9,Điều chỉnh lần 8,Đăng ký bổ sung,2.453.878,24.538.780.000,87/2007/GCNCP-VSD-8,04/08/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,2.576.226,25.762.260.000,số 87/2007/GCNCP-VSD-9,15/06/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,3.786.863,37.868.630.000,số 87/2007/GCNCP-VSD-10,03/07/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,4.051.431,40.514.310.000,số 87/2007/GCNCP-VSD-11,19/08/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,9.292.459,92.924.590.000,87/2007/GCNCP-VSD-12,17/06/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,71.360.808,713.608.080.000,,
