STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.000.000,40.000.000.000,136/2017/GCNCP-VSD,05/07/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,4.000.000,40.000.000.000,,
