STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,50.000.000.000,298/2010/GCNCP - VSD,17/12/2010
Tổng cộng:,Tổng cộng:,Tổng cộng:,5.000.000,50.000.000.000,,
