STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,15.000.000,150.000.000.000,05/2013/GCNCP-VSD,26/03/2013
Tổng cộng:,Tổng cộng:,Tổng cộng:,15.000.000,150.000.000.000,,
