STT,Lần đăng ký,Lý do,Số lượng ĐK,Số lượng hủy ĐK,Giá trị ĐK,Giá trị hủy ĐK,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,30.000.000,0.0,300.000.000.000,0.0,209/2004/GCNCP/TTGD-LK,27/10/2004
2,Điều chỉnh lần 1,Đăng ký bổ sung,19.773.960,0.0,197.739.600.000,0.0,01/2006/GCNCCQ-CNTTLK,05/10/2006
3,Điều chỉnh lần 2,Đăng ký bổ sung,226.040,0.0,2.260.400.000,0.0,39/2006/GCNCCQ-CNTTLK,15/11/2006
4,Điều chỉnh lần 3,Đăng ký bổ sung,50.000.000,0.0,500.000.000.000,0.0,50/2007/GCNCCQ-CNTTLK,18/07/2007
Tổng cộng:,Tổng cộng:,Tổng cộng:,100.000.000,0.0,1.000.000.000.000,0.0,,
Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,Tổng khối lượng CCQ đăng ký:,300.000.000,,,,,
Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,Tổng giá trị CCQ đăng ký:,3.000.000.000.000,,,,,
