STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,7.236.850,72.368.500.000,64/2008/GCNCP-CNTTLK,23/06/2008
2,Điều chỉnh lần 1,Đăng ký bổ sung,14.017.123,140.171.230.000,24/2010/GCNCP-CNVSD,09/02/2010
3,Điều chỉnh lần 2,Đăng ký bổ sung,4.076.111,40.761.110.000,112/2010/GCNCP-CNVSD,28/07/2010
4,Điều chỉnh lần 3,Đăng ký bổ sung,7.121.103,71.211.030.000,64/2008/GCNCP-VSD-3,27/02/2012
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.947.035,19.470.350.000,64/2008/GCNCP-VSD-4,30/07/2012
6,Điều chỉnh lần 5,Đăng ký bổ sung,6.000.000,60.000.000.000,64/2008/GCNCP-VSD-5,01/12/2014
7,Điều chỉnh lần 6,Đăng ký bổ sung,4.039.678,40.396.780.000,64/2008/GCNCP-VSD-6,12/01/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,4.443.543,44.435.430.000,64/2008/GCNCP-VSD-7,15/07/2015
9,Điều chỉnh lần 8,Đăng ký bổ sung,8.000.000,80.000.000.000,số 64/2008/GCNCP-VSD-8,17/02/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,56.881.443,568.814.430.000,,
