STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.000.000,500.000.000.000,số 06/2020/GCNTP-VSD,16/01/2020
2,Điều chỉnh lần 1,Đăng ký bổ sung,11.030.000,1.103.000.000.000,số 06/2020/GCNTP-VSD-1,06/02/2020
3,Điều chỉnh lần 2,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 06/2020/GCNTP-VSD-2,13/02/2020
4,Điều chỉnh lần 3,Đăng ký bổ sung,12.210.000,1.221.000.000.000,số 06/2020/GCNTP-VSD-3,27/02/2020
5,Điều chỉnh lần 4,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 06/2020/GCNTP-VSD-4,05/03/2020
6,Điều chỉnh lần 5,Đăng ký bổ sung,7.500.000,750.000.000.000,số 06/2020/GCNTP-VSD-5,12/03/2020
7,Điều chỉnh lần 6,Đăng ký bổ sung,1.000.000,100.000.000.000,số 06/2020/GCNTP-VSD-6,16/04/2020
8,Điều chỉnh lần 7,Đăng ký bổ sung,6.500.000,650.000.000.000,số 06/2020/GCNTP-VSD-7,16/07/2020
9,Điều chỉnh lần 8,Đăng ký bổ sung,3.500.000,350.000.000.000,số 06/2020/GCNTP-VSD-8,23/07/2020
10,Điều chỉnh lần 9,Đăng ký bổ sung,7.500.000,750.000.000.000,số 06/2020/GCNTP-VSD-9,13/08/2020
11,Điều chỉnh lần 10,Đăng ký bổ sung,5.000.000,500.000.000.000,số 06/2020/GCNTP-VSD-10,27/08/2020
12,Điều chỉnh lần 11,Đăng ký bổ sung,6.620.000,662.000.000.000,số 06/2020/GCNTP-VSD-11,10/09/2020
13,Điều chỉnh lần 12,Đăng ký bổ sung,7.500.000,750.000.000.000,số 06/2020/GCNTP-VSD-12,17/09/2020
14,Điều chỉnh lần 13,Đăng ký bổ sung,15.000.000,1.500.000.000.000,số 06/2020/GCNTP-VSD-13,24/09/2020
15,Điều chỉnh lần 14,Đăng ký bổ sung,13.970.000,1.397.000.000.000,số 06/2020/GCNTP-VSD-14,01/10/2020
16,Điều chỉnh lần 15,Đăng ký bổ sung,6.460.000,646.000.000.000,số 06/2020/GCNTP-VSD-15,08/10/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,138.790.000,13.879.000.000.000,,
