STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.302.300,13.023.000.000,02/2009/GCNCP-VSD,05/01/2009
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,02/2009/GCNCP-VSD-1,04/04/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,600.000,6.000.000.000,02/2009/GCNCP-VSD-2,28/04/2011
4,Điều chỉnh lần 3,Đăng ký bổ sung,2.297.700,22.977.000.000,02/2009/GCNCP-VSD-3,16/09/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,4.200.000,42.000.000.000,,
