STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,1.000.000.000.000,67/2017/GCNTP-VSD,13/07/2017
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.000.000,700.000.000.000,67/2017/GCNTP-VSD-1,03/08/2017
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.000.000,200.000.000.000,67/2017/GCNTP-VSD-2,31/08/2017
4,Điều chỉnh lần 3,Đăng ký bổ sung,4.000.000,400.000.000.000,67/2017/GCNTP-VSD-3,14/09/2017
5,Điều chỉnh lần 4,Đăng ký bổ sung,4.000.000,400.000.000.000,67/2017/GCNTP-VSD-4,21/09/2017
6,Điều chỉnh lần 5,Đăng ký bổ sung,2.000.000,200.000.000.000,67/2017/GCNTP-VSD-5,28/09/2017
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.000.000,200.000.000.000,67/2017/GCNTP-VSD-6,05/10/2017
8,Điều chỉnh lần 7,Đăng ký bổ sung,3.000.000,300.000.000.000,67/2017/GCNTP-VSD-7,12/10/2017
9,Điều chỉnh lần 8,Đăng ký bổ sung,6.500.000,650.000.000.000,67/2017/GCNTP-VSD-8,19/10/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,13.000.000,1.300.000.000.000,67/2017/GCNTP-VSD-9,26/10/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,53.500.000,5.350.000.000.000,,
