STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,số 209/2017/GCNCP-VSD,06/11/2017
2,Điều chỉnh lần 1,Thay đổi tên TCPH,0,0,số 209/2017/GCNCP-VSD-1,16/03/2018
3,Điều chỉnh lần 2,Đăng ký bổ sung,1.999.993,19.999.930.000,số 209/2017/GCNCP-VSD-2,08/11/2018
4,Điều chỉnh lần 3,Đăng ký bổ sung,5.000.000,50.000.000.000,số 209/2017/GCNCP-VSD-3,10/01/2019
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.529.946,15.299.460.000,209/2017/GCNCP-VSD-4,10/01/2022
Tổng cộng:,Tổng cộng:,Tổng cộng:,18.529.939,185.299.390.000,,
