STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,1.138.500,11.385.000.000,86/2006/GCNCP,22/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.194.980,11.949.800.000,21/2008/GCNCP-CNTTLK,01/02/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,69.550,695.500.000,33/2008/GCNCP-CNTTLK,12/03/2008
4,Điều chỉnh lần 3,Đăng ký bổ sung,360.297,3.602.970.000,76/2008/GCNCP-CNTTLK,04/08/2008
5,Điều chỉnh lần 4,Đăng ký bổ sung,5.526.654,55.266.540.000,046/2009/GCNCP-CNTTLK,28/07/2009
6,Điều chỉnh lần 5,Đăng ký bổ sung,414.499,4.144.990.000,86/2006/GCNCP-VSD-5,20/12/2012
7,Điều chỉnh lần 6,Đăng ký bổ sung,435.224,4.352.240.000,86/2006/GCNCP-VSD-6,11/07/2014
8,Điều chỉnh lần 7,Đăng ký bổ sung,1.178.000,11.780.000.000,86/2006/GCNCP-VSD-7,07/08/2014
9,Điều chỉnh lần 8,Đăng ký bổ sung,515.385,5.153.850.000,86/2006/GCNCP-VSD-8,20/08/2015
10,Điều chỉnh lần 9,Đăng ký bổ sung,535.153,5.351.530.000,số 86/2006/GCNCP-VSD-9,14/12/2016
11,Điều chỉnh lần 10,Đăng ký bổ sung,561.912,5.619.120.000,86/2006/GCNCP-VSD-10,04/12/2017
12,Điều chỉnh lần 11,Đăng ký bổ sung,590.007,5.900.070.000,số 86/2006/GCNCP-VSD-11,26/12/2018
13,Điều chỉnh lần 12,Đăng ký bổ sung,1.854.416,18.544.160.000,số 86/2006/GCNCP-VSD-12,06/08/2019
14,Điều chỉnh lần 13,Đăng ký bổ sung,710.728,7.107.280.000,số 86/2006/GCNCP-VSD-13,26/03/2020
15,Điều chỉnh lần 14,Đăng ký bổ sung,667.764,6.677.640.000,86/2006/GCNCP-VSD-14,03/06/2021
Tổng cộng:,Tổng cộng:,Tổng cộng:,15.753.069,157.530.690.000,,
