STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,5.490.988,54.909.880.000,Số 96/2016/GCNCP-VSD,13/09/2016
2,Điều chỉnh lần 1,Đăng ký bổ sung,14.509.012,145.090.120.000,96/2016/GCNCP-VSD-1,23/10/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,20.000.000,200.000.000.000,,
