STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.500.000,25.000.000.000,70/2006/GCNCP-CNTTLK,18/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.500.000,25.000.000.000,77/2007/GCNCP-CNTTLK,31/08/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.000.000,30.000.000.000,35/2008/GCNCP-CNTTLK,14/03/2008
Tổng cộng:,Tổng cộng:,Tổng cộng:,8.000.000,80.000.000.000,,
