STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,8.073.000,80.730.000.000,số 60/2011/GCNCP-VSD ngày 24/08/2011,24/08/2011
2,Điều chỉnh lần 1,Đăng ký bổ sung,3.400.000,34.000.000.000,số 60/2011/GCNCP-VSD-1,07/06/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,3.824.333,38.243.330.000,số 60/2011/GCNCP-VSD-2,17/07/2019
Tổng cộng:,Tổng cộng:,Tổng cộng:,15.297.333,152.973.330.000,,
