STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,28.800.000,288.000.000.000,số 67/2014/GCNCP-VSD cấp ngày 15/09/2014,15/09/2014
2,Điều chỉnh lần 1,Đăng ký bổ sung,28.800.000,288.000.000.000,số 67/2014/GCNCP-VSD-1,02/03/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,57.600.000,576.000.000.000,,
