STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,12.095.997,120.959.970.000,102/2015/GCNCP - VSD,30/10/2015
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.419.195,24.191.950.000,số 102/2015/GCNCP-VSD-1,01/08/2016
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.903.027,29.030.270.000,102/2015/GCNCP-VSD-2,03/08/2017
4,Điều chỉnh lần 3,Đăng ký bổ sung,3.483.616,34.836.160.000,số 102/2015/GCNCP-VSD-3,17/09/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,20.901.835,209.018.350.000,,
