STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,4.000.000,40.000.000.000,45/2006/GCNCP-TTLK,15/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.622.500,26.225.000.000,45/2006/GCNCP-VSD-1,06/05/2011
3,Điều chỉnh lần 2,Đăng ký bổ sung,720.000,7.200.000.000,45/2006/GCNCP-VSD-2,25/08/2011
Tổng cộng:,Tổng cộng:,Tổng cộng:,7.342.500,73.425.000.000,,
