STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,10.000.000,100.000.000.000,18/2007/GCNCP-TTLK,04/12/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,2.950.000,29.500.000.000,18/2007/GCNCP-TTLK-1,21/07/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,2.050.000,20.500.000.000,18/2007/GCNCP-TTLK-2,01/07/2009
4,Điều chỉnh lần 3,Đăng ký bổ sung,750.000,7.500.000.000,18/2007/GCNCP-VSD-3,31/08/2010
5,Điều chỉnh lần 4,Đăng ký bổ sung,5.316.600,53.166.000.000,18/2007/GCNCP-VSD-4,31/12/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,10.000.000,100.000.000.000,18/2007/GCNCP-VSD-5,14/07/2011
7,Điều chỉnh lần 6,Đăng ký bổ sung,21.932.651,219.326.510.000,18/2007/GCNCP-VSD-6,12/01/2012
8,Điều chỉnh lần 7,Thay đổi tên TCPH,0,0,18/2007/GCNCP-VSD-7,06/11/2013
9,Điều chỉnh lần 8,Thay đổi tên TCPH,0,0,số 18/2007/GCNCP-VSD-8,02/08/2016
10,Điều chỉnh lần 9,Đăng ký bổ sung,7.000.749,70.007.490.000,số 18/2007/GCNCP-VSD-9,04/11/2016
11,Điều chỉnh lần 10,Thay đổi tên TCPH,0,0,18/2007/GCNCP-VSD-10,05/05/2017
12,Điều chỉnh lần 11,Đăng ký bổ sung,20.000.000,200.000.000.000,18/2007/GCNCP-VSD-11,07/08/2017
13,Điều chỉnh lần 12,Đăng ký bổ sung,80.000.000,800.000.000.000,số 18/2007/GCNCP-VSD-12,26/04/2018
Tổng cộng:,Tổng cộng:,Tổng cộng:,160.000.000,1.600.000.000.000,,
