STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,58.018.600,580.186.000.000,190/2017/GCNCP-VSD,11/10/2017
Tổng cộng:,Tổng cộng:,Tổng cộng:,58.018.600,580.186.000.000,,
